,city,lat,lng
4496,Charne,26.1185,87.0754
4497,Palakollu,16.516,81.723
4498,Yelpur,18.7651,78.3953
4499,Sidhap Kalan,26.5456,86.2346
4500,Telsang,16.72,75.06
4501,Maheshram,25.2874,87.4124
4502,Dhanwar,24.4107,85.9818
4503,Kuttattuppatti,10.3759,77.8972
4504,Karukkalvadi,11.6714,78.0126
4505,Khaira,24.8727,86.2089
4506,Saharbani,25.7201,86.41
4507,Elchuru,16.0813,79.9269
4508,Ekma,26.0541,86.6121
4509,Thevur,11.524,77.7539
4510,Punjai Turaiyampalaiyam,11.5142,77.4234
4511,Nalgora,22.0346,88.4743
4512,Sulibele,13.1667,77.8
4513,Ratauli,26.1861,86.7104
4514,Bardipuram,18.6431,78.1584
4515,Champua,22.0667,85.6658
4516,Barahi,25.9725,86.7452
4517,Yargatti,15.9667,75.0167
4518,Gurwalia Biswas,26.8372,84.4687
4519,Karebilachi,14.1449,75.9032
4520,Chirak,30.7206,75.1718
4521,Tirumayam,10.2449,78.7464
4522,Konnur,15.8595,75.4955
4523,Sankhavaram,17.2704,82.3445
4524,Ramchandarpur,25.2365,86.1459
4525,Allahdurg,17.9667,77.9167
4526,Mudki,30.78,74.8811
4527,Satai,24.722,79.631
4528,Kasba,25.5856,88.1122
4529,Uttukkuli,11.1689,77.4543
4530,Palamedu,10.105,78.1134
4531,Vadamugam Vellodu,11.2366,77.6617
4532,Talupula,14.25,78.2667
4533,Sendurai,11.253,79.172
4534,Chittarkottal,9.4276,78.9015
4535,Parwaha,26.2336,87.2197
4536,Vargaur,11.1452,78.3477
4537,Rolla,13.8331,77.1
4538,Honwada,16.8111,77.9199
4539,Tyamagondal,13.2137,77.301
4540,Barahpur,25.4192,85.8762
4541,Devgeri,14.8512,75.3705
4542,Chaoke,30.1847,75.3362
4543,Hullahalli,12.1,76.55
4544,Masdi,25.2441,86.7233
4545,Walur,19.4872,76.5561
4546,Pattanam,11.4728,78.2109
4547,Chota Mollakhali,22.2177,88.8957
4548,Pareo,25.5582,84.8017
4549,Sakkamapatti,9.925,77.6039
4550,Itikalapalle,14.6013,77.6582
4551,Ganga Sagar,21.6571,88.08
4552,Kowdalli,12.067,77.4438
4553,Banavar,13.4167,76.1667
4554,Madhuban,25.8948,87.1093
4555,Kamargani,22.5475,88.6606
4556,Errahalli,12.3911,78.2232
4557,Draksharama,16.7928,82.0635
4558,Erraguntla,15.2821,78.5106
4559,Pudimadaka,17.5,83.0167
4560,Duraiswamipuram,9.4233,77.7203
4561,Raibhir,25.9978,86.8781
4562,Potukonda,17.2708,81.754
4563,Pottipuram,9.9709,77.2137
4564,Kapasiawan,25.2783,85.2869
4565,Sokhodewara,24.8358,85.8725
4566,Mishrikot,15.2465,75.0567
4567,Painal,25.59,84.9304
4568,Sahidganj,25.6627,87.0976
4569,Chicholi,22.01,77.66
4570,Kusumha,25.1859,85.9234
4571,Banagi,13.61,75.53
4572,Thepaha Raja Ram,26.2229,84.2523
4573,Kaza,16.3887,80.5412
4574,Jalkaura,25.5034,86.3671
4575,Imani,16.3302,80.658
4576,Nallamada,14.2164,77.9944
4577,Palsud,21.8262,74.9691
4578,Moda,13.8246,77.4421
4579,Ramabhadrapuram,18.5,83.2833
4580,Banta,24.1025,88.2864
4581,Jalalpur,26.0433,84.5041
4582,Aroali,23.9146,88.1464
4583,Dhamsain,26.0938,86.2541
4584,Kamalapuram,18.16,79.5406
4585,Maruteru,16.6237,81.7394
4586,Hardia,25.8657,86.2176
4587,Siktiahi,26.4812,86.4023
4588,Sangam,14.5956,79.7428
4589,Kasavanampatti,10.3692,77.8699
4590,Karuvelampatti,9.8448,78.0451
4591,Nadendla,16.2186,80.1972
4592,Kilminnal,12.9447,79.2514
4593,Kothri Kalan,23.0722,76.8296
4594,Bobil,25.6269,86.8069
4595,Rampur Kalan,26.1649,77.4691
4596,Katalpur,26.2255,84.7608
4597,Pipalrawan,23.1625,76.4704
4598,Bisaria,25.9789,87.1003
4599,Tadhwa Nandpur,26.7556,84.4326
4600,Raipur Buzurg,25.7118,85.6956
4601,Nathpur,26.3261,87.0916
4602,Mankur,23.4312,87.5578
4603,Swarna,15.8542,80.2858
4604,Uchagaon,15.88,74.56
4605,Padiyur,10.4234,78.0254
4606,Pipraun,26.599,85.9356
4607,Petua,22.4143,88.4489
4608,Suhagi,23.2206,79.9569
4609,Mahadeopur,18.7316,79.9837
4610,Gokinepalle,16.9228,79.7828
4611,Tanippadi,12.1078,78.834
4612,Rajagiri,10.9333,79.2333
4613,Ilami,24.6776,87.8804
4614,Karadichittur,11.8289,78.8758
4615,Marudur,11.2346,76.9064
4616,Kerap,24.8332,84.614
4617,Bairiya,26.3392,84.8236
4618,Besagarahalli,12.6333,77
4619,Bhadsara,25.3696,84.8444
4620,Hajipur,25.2657,87.5019
4621,Maraneri,9.4333,77.75
4622,Barahra,26.2356,86.5615
4623,Urlaha,25.744,87.0929
4624,Chandur,16.98,79.06
4625,Pandaravadai,10.9133,79.2419
4626,Kumbhari,21.2088,83.6467
4627,Ekamba,25.9689,87.5741
4628,Chinna Annaluru,14.8913,79.6761
4629,Ekchari,25.2093,87.2159
4630,Yairipok,24.6779,94.0477
4631,Mianpur Dubauli,26.7381,84.4661
4632,Kongaralli,12.15,77.1
4633,Arakeri,16.9181,75.695
4634,Amjhera,22.5578,75.1185
4635,Kumaravadi,10.5264,78.3118
4636,Matsavaram,16.527,79.892
4637,Aliganj,24.9365,85.925
4638,Gainrha,25.9916,87.4648
4639,Tiri,25.8871,86.6757
4640,Apparaopeta,16.8987,81.5684
4641,Karapa,16.9,82.1667
4642,Narot Mehra,32.2673,75.5647
4643,Akhnur,32.8667,74.7333
4644,Kataha,26.7159,84.9424
4645,Asahni,26.0079,84.4799
4646,Mittahalli,12.421,78.1991
4647,Rampur,25.8864,86.9547
4648,Alipur,18.8621,78.8754
4649,Mocharim,24.6794,84.9905
4650,Singoli,24.9667,75.3
4651,Janapul,22.8615,88.6868
4652,Barhi,26.4629,86.2771
4653,Kaunra,25.5231,84.5575
4654,Gorha,26.2267,86.9349
4655,Dhilwan,31.5143,75.3457
4656,Pallattur,10.1461,78.8031
4657,Ujjini,14.91,76.4
4658,Karimpur,23.9667,88.6167
4659,Shahmirpet,17.5947,78.5749
4660,Mahalgaon,26.0466,87.5774
4661,Khokri Kalan,30.8456,75.3307
4662,Anavatti,14.5645,75.1523
4663,Marreddipalli,17.7989,78.805
4664,Paraippatti,10.3144,77.8601
4665,Baltara,25.5116,86.7232
4666,Borna,25.4373,86.6172
4667,Amayan,26.3205,78.7581
4668,Kishunpur,25.7947,86.8237
4669,Puligunta,12.4395,78.3625
4670,Pasraha,25.3973,86.7034
4671,Saraiya,24.8012,84.0816
4672,Pai Bigha,25.0511,84.9226
4673,Sansa,25.0291,84.4597
4674,Op,25.2092,85.3019
4675,Jhitkahiya,26.786,84.8858
4676,Jhundpura,26.3473,77.501
4677,Khaspur,25.6466,84.9936
4678,Pragadavaram,17.0167,81.0167
4679,Hulgur,15.0833,75.2833
4680,Vellipalaiyam,11.3314,76.9813
4681,Taiyur,12.7833,80.1833
4682,Manrar,25.8895,85.0643
4683,Abbigeri,15.5862,75.7502
4684,Tripurantakam,16.0007,79.4563
4685,Belvadi,15.79,74.75
4686,Munagapaka,17.639,82.992
4687,Punacha,12.9,75.03
4688,Danau Kandimarg,33.5646,74.9754
4689,Belao,25.1476,85.7377
4690,Kotharpettai,12.678,78.6243
4691,Kalanivasal,10.07,78.78
4692,Angalakuduru Malepalle,16.2392,80.6117
4693,Bithauli,26.0219,86.0793
4694,Majhariya,26.8696,84.8771
4695,Haripur,26.258,87.242
4696,Hemavati,14.0232,76.995
4697,Vadakadu,10.3418,79.0609
4698,Kondakomarla,14.0678,77.9561
4699,Chinnamandem,13.9419,78.6814
4700,Hosahalli,15.314,76.3151
4701,Khapdeh,26.2706,87.1993
4702,Deokali,25.9068,86.1111
4703,Nariar,25.8875,86.5632
4704,Sankhavaram,15.0497,78.9836
4705,Siswar,26.4292,86.4586
4706,Bommarbettu,13.339,74.8784
4707,Nallippalaiyam,11.2388,78.1495
4708,Enumulapalle,14.1446,77.8166
4709,Mutukuru,16.3829,79.4664
4710,Kattipudi,17.25,82.3333
4711,Kalyanpur,26.4802,84.1789
4712,Daulatpur,25.3682,87.8983
4713,Dighawani,22.2061,78.8135
4714,Bela,26.4989,86.3242
4715,Perumpandi,10.9808,79.3839
4716,Semri,22.6833,78.0833
4717,Sirugudi,10.2627,78.3088
4718,Shahar Telpa,25.133,84.6533
4719,Ketugram,23.6957,88.0414
4720,Velappadi,12.6499,79.3151
4721,Koppaka,16.7494,81.0311
4722,Mandrem,15.6581,73.7131
4723,Rajiana,30.6923,75.0902
4724,Patlur,11.6,77.6
4725,Bassian,30.6559,75.5389
4726,Kanur,17.0318,75.7022
4727,Ramgarha,25.7983,84.9592
4728,Gohi Bishunpur,25.9275,85.8626
4729,Gangaur,26.5666,85.8821
4730,Kombai,10.6143,78.1212
4731,Khajuri,26.063,87.1341
4732,Karath,25.201,84.3672
4733,Nanjundapuram,11.0857,76.8726
4734,Madhuban Bediban,26.5062,84.9951
4735,Panrepatti,25.5537,83.9775
4736,Gok,27.1065,88.2459
4737,Gudlavalleru,16.35,81.05
4738,Narmeta,17.8861,79.1611
4739,Jaladurgam,15.284,77.9001
4740,Kurdi,16.0511,77.2114
4741,Dhanur Kalyanwadi,17.77,77.14
4742,Bodippatti,10.5642,77.2336
4743,Paittur,11.5356,78.5749
4744,Gajiginhalu,15.6969,76.6647
4745,Madathapatti,9.1321,77.4245
4746,Ratnahalli,12.1922,76.6653
4747,Hansa,26.0911,87.3089
4748,Sultanpur,29.16,79.06
4749,Suhiya,25.6482,84.3916
4750,Tettuppatti,10.3979,77.8225
4751,Kulrian,29.7994,75.6827
4752,Bhawanandpur,25.54,86.103
4753,Munnuru,12.9,75.03
4754,Janpur,25.2958,84.8789
4755,Vikrutamala,13.6206,79.5642
4756,Shahpur Chaumukhi,25.7683,86.9049
4757,Kotur,17.1447,78.2886
4758,Ramareddi,18.411,78.3674
4759,Gudibanda,13.9753,77.1046
4760,Pithaura,26.262,87.0983
4761,Tekkattur,10.2997,78.7884
4762,Katra,32.9917,74.9319
4763,Komarolu,15.2667,79
4764,Valaparla,15.9167,80.05
4765,Hariana,31.6351,75.8389
4766,Tokkavadi,11.3702,77.8412
4767,Yedrami,16.8667,76.5333
4768,Sorbhog,26.5,90.87
4769,Ghattu,13.6602,78.3331
4770,Gairtganj,23.4102,78.2208
4771,Garhi,24.7904,86.0768
4772,Kharika,25.7173,85.1256
4773,Shampur,23.4032,77.3465
4774,Kakhandiki,16.601,75.6405
4775,Vembur,10.5893,78.0709
4776,Dasai,22.72,75.1321
4777,Aravelli,18.719,79.0262
4778,Kadanganeri,8.92,77.55
4779,Chuhr Chak,30.7775,75.3628
4780,Devi Hosur,14.7858,75.3335
4781,Nawada,25.5037,85.7325
4782,Gangapur,25.8565,86.9496
4783,Kanhai,25.9761,86.2898
4784,Puduppatti,9.6171,77.6375
4785,Akbarpur,24.6281,83.9199
4786,Pattiswaram,10.9253,79.3424
4787,Uchti,25.9197,86.2544
4788,Pipra,26.346,87.2916
4789,Kaimuh,33.7197,75.0811
4790,Jaipur,23.4313,86.1493
4791,Oppatavadi,12.569,78.3992
4792,Hombal,15.5164,75.5556
4793,Mallan,30.4015,74.7365
4794,Tivim,15.6,73.8
4795,Aurahi,25.8263,87.1365
4796,Dibraghani,25.8261,87.0664
4797,Isnapuram,17.5443,78.3486
4798,Paikpara,24.3149,87.8503
4799,Chandera,25.0829,78.9784
4800,Dasaut,25.8997,86.0964
4801,Simarbani,26.1953,87.1769
4802,Jhonkar,23.2361,76.1814
4803,Mangrawan,25.0929,84.3912
4804,Kamepalle,16.5191,79.835
4805,Narkatpalli,17.203,79.195
4806,Sangi,26.3237,86.4481
4807,Tarabha,20.7325,83.6744
4808,Sisai,23.1794,84.7582
4809,Raitar,25.0577,85.5366
4810,Baretha,25.5258,87.4485
4811,Gharyala,31.2294,74.7352
4812,Dumri,26.8648,84.3767
4813,Torpa,22.9361,85.0889
4814,Makhar,25.7693,86.6025
4815,Babhantoli,26.2168,88.3249
4816,Nagambhotlapalem,15.6804,79.8151
4817,Harpur Bhindi,25.7746,85.6563
4818,Borim,15.3604,74.0004
4819,Honwad,16.81,75.42
4820,Nahargarh,24.1692,75.2342
4821,Anandpur,25.6192,84.8673
4822,Parmanpur,26.1457,87.3122
4823,Pasupatikovil,10.8893,79.1795
4824,Kamthi,14.5,79.4167
4825,Belsara,26.0152,87.2023
4826,Bhargaon,26.075,87.1483
4827,Dumra,25.5907,87.0614
4828,Kopparam,16.0841,79.9874
4829,Lakkireddipalle,14.1667,78.7
4830,Basdeopur,25.3909,86.6821
4831,Periyanegamam,10.7432,77.103
4832,Elattur,11.3866,77.308
4833,Momanpet,17.5175,77.8981
4834,Sulagiri,12.6645,78.0134
4835,Hasanpura,26.0751,84.3618
4836,Khasbalanda,22.5881,88.6887
4837,Nonea,26.9746,84.8768
4838,Telkapalli,16.45,78.4667
4839,Kiramangalam,10.2859,79.0996
4840,Eriyodu,10.5172,78.0627
4841,Chewara,25.0756,85.9277
4842,Kaithahi,26.3488,86.1521
4843,Sarmera,25.2564,85.7988
4844,Sainkhera,22.9589,78.5782
4845,Rampur Parhat,25.5916,87.1622
4846,Dharir,22.3337,88.7324
4847,Yadavolu,17.0619,81.4729
4848,Loharda,22.5918,76.5957
4849,Latteri,12.9712,79.0685
4850,Mangalpur Gudaria,26.6513,84.4832
4851,Harsola,22.5694,75.8165
4852,Lalmunia Munhara,26.5741,86.4012
4853,Panchi,25.1123,85.6321
4854,Miani,31.7092,75.5661
4855,Sukhsena,25.6881,87.1194
4856,Katigang,25.4157,87.8245
4857,Parauli,26.2227,84.7042
4858,Ponnada,18.2536,83.9012
4859,Bakharia,26.7666,84.6619
4860,Harpur,25.6537,86.3288
4861,Tajpur,25.9022,84.5055
4862,Kanteru,16.3906,80.5425
4863,Veppattur,11.0154,79.4344
4864,Angwali,23.7317,85.9858
4865,Kollankulam,8.7964,77.5681
4866,Bagalur,12.8333,77.8667
4867,Mehdipur,25.3902,86.7324
4868,Jankampet,18.7067,78.0233
4869,Trovagunta,15.5509,80.0589
4870,Nagasamudram,15.0556,77.5004
4871,Koduru,13.8692,77.7298
4872,Badru Khan,30.2523,75.7917
4873,Dombachcheri,9.9604,77.3909
4874,Jhabrera,29.8091,77.7734
4875,Balia,24.2433,75.8061
4876,Wepangandla,15.9359,77.8417
4877,Togamalai,10.7251,78.4108
4878,Gangania,25.2395,86.6536
4879,Phulhara,25.8937,86.13
4880,Ghusiya,25.1832,84.2486
4881,Rupana,30.407,74.5276
4882,Jandiala,31.2157,75.6218
4883,Mel Seval,8.6722,77.6147
4884,Peddapuram,18.0289,79.7269
4885,Pelagor,25.5992,87.7214
4886,Devanakonda,15.5333,77.55
4887,Perumuchchi,13.056,79.6755
4888,Priol,15.4167,73.9833
4889,Lagunia Raghukanth,25.8195,85.7725
4890,Rettanai,12.1953,79.5526
4891,Ratnagiri,13.8111,77.1301
4892,Machalpur,24.1277,76.3167
4893,Pakka Kalan,30.0323,74.8555
4894,Tadas,15.1333,75.1167
4895,Adigappadi,12.1459,78.0946
4896,Kottaipatti,10.1533,77.7315
4897,Potavaram,17.0194,81.4128
4898,Hussepur,26.1801,84.9408
4899,Arimalam,10.255,78.884
4900,Cortalim,15.3978,73.9106
4901,Harlakhi,26.6353,85.9842
4902,Madhura,25.5418,87.5267
4903,Chausa,25.5149,83.897
4904,Madanpur,24.6554,84.5844
4905,Vairampatti,10.5515,78.3022
4906,Laheji,26.0957,84.4009
4907,Indalvai,18.5403,78.2248
4908,Tarawan,24.7295,85.2529
4909,Salehpur,25.6119,87.2973
4910,Motibennur,14.715,75.48
4911,Krishnamsettipalle,15.3695,78.884
4912,Bariariya Tola Rajpur,26.4567,84.7043
4913,Ekangar Sarai,25.2234,85.2298
4914,Chandankiari,23.5781,86.3598
4915,Partibanur,9.5855,78.4545
4916,Vadakku Ariyanayakipuram,8.7208,77.545
4917,Satwar,26.2163,84.512
4918,Kambaliyampatti,10.3671,78.1233
4919,Para,23.5142,86.498
4920,Konkavaripalle,13.7125,78.4861
4921,Ghosrawan,25.091,85.578
4922,Alipura,25.1753,79.3356
4923,Kanyana,12.9,75.03
4924,Patsanda,24.858,86.3008
4925,Borgampad,17.65,80.8667
4926,Suganwan,25.1176,85.0022
4927,Atlapadu,16.7833,81.9
4928,Korosavada,18.7256,84.0573
4929,Potunuru,16.7442,81.2206
4930,Kursaha,25.5588,85.6875
4931,Dumri,25.8605,84.5512
4932,Mohanpur,25.5507,85.3222
4933,Khagaur,25.1744,86.1021
4934,Vadapalanji,9.9266,78.0096
4935,Madhopur,26.7474,84.7054
4936,Valpoy,15.5324,74.1367
4937,Rampur,25.1826,86.1465
4938,Asarhi,25.2892,85.2189
4939,Sirsa,26.2667,84.7403
4940,Lepakshi,13.8032,77.6097
4941,Petmanhalli,17.7688,77.5056
4942,Madhopur,26.7333,85.05
4943,Hirehadagalli,14.9267,75.8322
4944,Kujri,26.2392,87.6366
4945,Gonghaur,26.4346,86.216
4946,Kharahara,24.9142,87.0006
4947,Sujapur,25.4815,87.4435
4948,Singanamane,13.7167,75.6333
4949,Mallapuram,9.828,77.673
4950,Kandulapuram,15.5976,79.1365
4951,Mahinathpur,26.6554,86.0674
4952,Haripura,34.041,74.7923
4953,Talugai,11.3752,78.4822
4954,Rupahi,26.411,92.74
4955,Kilkunda,11.2569,76.6697
4956,Tepperumalnallur,10.9694,79.4254
4957,Koila Belwa,26.3753,84.9986
4958,Madhurapur,25.9456,85.9759
4959,Karghar,25.1267,83.9274
4960,Mamdapur,16.14,74.81
4961,Perket,18.7942,78.3068
4962,Peravali,15.2861,77.4997
4963,Baisa,25.3552,86.7246
4964,Brahmanandapuram,16.9583,82.0056
4965,Maldah,25.174,85.7599
4966,Birpur Barapatti Pindraun,26.5475,86.3898
4967,Tonse East,13.3963,74.7217
4968,Dandkhora,25.5729,87.6472
4969,Baragaon,24.5682,79.0185
4970,Nanan,25.0905,85.5031
4971,Maduvanalli,12.15,77.1
4972,Sadiqpur Maraul,25.9966,85.5777
4973,Paravada,17.6283,83.0793
4974,Jettihalli,12.08,78.1193
4975,Siruvalur,11.36,77.4575
4976,Gaunivaripalle,13.9756,77.8768
4977,Kirlampudi,17.1919,82.1825
4978,Maharajapuram,9.6588,77.6631
4979,Barnaon,25.4809,84.525
4980,Lapanga,23.6333,85.377
4981,Inungur,10.8507,78.4889
4982,Vaddadi,17.8474,82.8729
4983,Fatehabad,31.3811,75.0996
4984,Raparla,15.9569,80.8703
4985,Kannamangalam,12.7499,79.1518
4986,Berikai,12.8056,77.971
4987,Chakand,24.8907,84.9761
4988,Rishivandiyam,11.817,79.1
4989,Rampur Khajuriya,26.3923,84.7688
4990,Bajwara,31.515,75.9494
4991,Samalpur,25.1961,88.0419
4992,Somireddipalle,14.8365,78.9062
4993,Adyar,12.8756,74.9232
4994,Minnampalli,11.6758,78.2676
4995,Annavasal,10.4667,78.7
4996,Koranampatti,11.6085,77.9049
4997,Isua,25.233,85.843
4998,Dobhawan,25.3987,85.7856
4999,Takkali,8.2461,77.3186
5000,Dharmavaram,18.2164,83.8856
5001,Kothi,24.7526,80.7775
5002,Vellaturu,16.1209,79.6508
5003,Raoke Kalan,30.8219,75.1828
5004,Karor,25.6018,86.093
5005,Sundekuppam,12.4567,78.2125
5006,Khiram,33.732,75.16
5007,Alagarai,10.9826,78.3891
5008,Mungod,17.0667,79.0667
5009,Reddipalle,14.1993,78.0102
5010,Achchippatti,10.6989,77.015
5011,Mawai,24.8043,78.9388
5012,Muhammadganj,26.1506,87.0792
5013,Kottapalem,16.5787,79.8756
5014,Erraballa,14.3971,78.1744
5015,Villasagar,18.4736,78.9645
5016,Gauli Palasiya,22.5323,75.7275
5017,Mali,25.6549,86.7275
5018,Sriremapuram,16.86,81.99
5019,Semmarikulan,8.4815,77.9972
5020,Silvarpatti,10.4473,77.9086
5021,Shirbadgi,16.0417,75.9433
5022,Dihri,25.3796,85.5376
5023,Tansandra,13.0554,77.6342
5024,Ramannapeta,17.2833,79.1
5025,Manalurpettai,12.0079,79.0918
5026,Idupugallu,16.4609,80.7543
5027,Modavandisatyamangalam,11.2635,77.7285
5028,Chinchinim,15.2,73.97
5029,Devarapalle,17.9886,82.9811
5030,Vedurupavaluru,16.5519,80.7309
5031,Basaha,26.1329,86.748
5032,Nagulapadu,16.309,80.371
5033,Machchand,26.3241,79.0543
5034,Dhantola,26.2016,88.1095
5035,Baldeogarh,24.7562,79.0672
5036,Pumalakkundu,9.8871,77.4498
5037,Halgur,12.25,77.13
5038,Lingampet,18.2383,78.1303
5039,Reddigudem,16.8939,80.6917
5040,Vettaikkaraniruppu,10.5739,79.8353
5041,Majhgawan,23.4039,80.2098
5042,Chianki,24.0051,84.1098
5043,Puduppattanam,10.7626,79.1616
5044,Damu,26.5461,85.982
5045,Jogiara,26.4083,85.75
5046,Suthalia,23.9955,77.1395
5047,Erravaram,17.5458,82.8433
5048,Pavittiram,11.1406,78.3631
5049,Vutukuru,14.5778,80.1423
5050,Rangamati,26.804,89.4392
5051,Mahem,15.5796,73.926
5052,Sambhu Chak,26.4081,84.9227
5053,Kilakkurichchi,10.7645,78.7406
5054,Kuduru,13.1081,77.1642
5055,Dera Baba Nanak,32.0321,75.0292
5056,Dholbaja,26.2674,87.2761
5057,Pararia,25.6492,86.7501
5058,Iraiyur,11.7834,79.197
5059,Bimun,34.0588,74.7539
5060,Barhauna,25.304,85.4216
5061,Ukkali,16.59,75.96
5062,Terakanambi,11.8,76.69
5063,Keshwari,24.1878,85.8411
5064,Kunnur,9.5882,77.7006
5065,Valantaravai,9.339,78.8871
5066,Silamalai,9.9621,77.3371
5067,Pirojgarh,26.2769,86.4389
5068,Kanakpur,24.4976,88.0361
5069,Tanichchiyam,10.0412,78.0127
5070,Pedda Kotayalanka,16.1567,80.8314
5071,Golakpur,25.1777,85.0728
5072,Satghara,26.3977,86.1678
5073,Kharial,30.1056,75.8855
5074,Valaiyampattu,12.6927,78.6347
5075,Mettuppalaiyam,11.1747,78.4425
5076,Chuhal,31.595,75.9684
5077,Rajepur,25.5377,85.6228
5078,Kondakindi Agraharam,14.679,77.7401
5079,Datian,25.4379,87.8378
5080,Rampatti,26.3333,86.15
5081,Nallikodur,17.5811,79.75
5082,Hire Megalageri,14.544,75.9776
5083,Palepalli,12.5667,78.3071
5084,Kalgi,17.35,77.15
5085,Padugaipattu,8.3642,77.9815
5086,Srisailain,16.0833,78.8667
5087,Panasapadu,17.0185,82.2349
5088,Kil Valur,10.7659,79.7419
5089,Roddam,14.1,77.43
5090,Sandalpur,25.5639,87.5082
5091,Tiruchchuli,9.5348,78.2008
5092,Kalakeri,16.6667,76.3
5093,Karattuppalaiyam,11.4402,77.3575
5094,Kalinagar,22.4206,88.8655
5095,Koila,25.455,86.771
5096,Dara,26.1546,86.4483
5097,Ganapavaram,16.4314,80.0515
5098,Darsur,25.9711,85.9148
5099,Horti,17.17,75.96
5100,Bilehra,23.6463,78.7311
5101,Tirumangalakkudi,11.0214,79.4714
5102,Lolokhur,26.4136,87.4012
5103,Navinipatti,10.0439,78.3557
5104,Bangaon,26.3081,87.8833
5105,Bhataulia,26.4771,84.7789
5106,Kottampatti,10.6705,77.0194
5107,Dari,23.8283,85.2739
5108,Manglur,15.5177,76.1476
5109,Dahua,24.7742,87.0325
5110,Hipparga,17.4568,76.3739
5111,Daita,24.4548,87.8573
5112,Sirdala,24.6559,85.4092
5113,Belagola,13.3833,75.5833
5114,Manteswar,23.4225,88.1075
5115,Bellamkonda,16.4923,80.0089
5116,Chakicherla,15.1127,80.0366
5117,Shankarampet,18.049,77.9143
5118,Valavandankottai,10.7667,78.8333
5119,Atturkuppam,12.6,78.5423
5120,Telpur,27.0548,84.3336
5121,Soanpeta,18.9586,78.361
5122,Ajjipuram,12.15,77.1
5123,Velakkuttai,12.6519,78.6937
5124,Kasarkod,14.25,74.4333
5125,Laligam,12.05,78.15
5126,Chitrada,17.0802,82.2469
5127,Jamhra,25.7777,86.7899
5128,Khiriawan,25.112,84.4017
5129,Bomareddipalli,18.7044,79.1568
5130,Sanjat,25.6046,86.0199
5131,Jogaili,25.9096,87.4061
5132,Basmanpur,26.6433,84.9789
5133,Dhanga,26.463,86.0452
5134,Bhirua,25.8509,86.3319
5135,Satuluru,16.2541,80.1214
5136,Pushpattur,10.5438,77.41
5137,Hirni,25.8323,86.2806
5138,Advi Devalpalli,16.6631,79.5139
5139,Karariya,26.5249,84.791
5140,Belpara,20.5889,82.9729
5141,Tulin,23.37,85.9
5142,Rewahi,26.2698,87.2124
5143,Kodikkulam,9.9811,78.2121
5144,Ennamangalam,11.6449,77.593
5145,Jangalapalle,14.8844,79.9107
5146,Sewa,24.8753,86.3257
5147,Ommangi,17.2597,82.2236
5148,Manubolu,14.1833,79.8833
5149,Malingaon,26.5467,88.3337
5150,Pachchampalaiyam,11.5723,77.6096
5151,Bareh,26.6786,78.1887
5152,Adamankottai,12.0742,78.1237
5153,Bimawan,25.5111,84.4946
5154,Dhanauli,26.0026,86.0251
5155,Kenar,25.2916,85.7416
5156,Virapandiyanpattanam,8.52,78.1181
5157,Shankarpur,26.1821,87.1552
5158,Karajgi,14.8641,75.4535
5159,Bhagsar,30.4417,74.4023
5160,Kattagaram,12.411,78.3153
5161,Ankalgi,16.0333,74.7
5162,Alawalpur,31.4967,75.5309
5163,Rangasamudram,14.9852,78.9765
5164,Rajhanpur,25.7885,86.4647
5165,Kengarai,11.4144,76.9277
5166,Chegur,17.1758,78.2298
5167,Boriguma,19.0468,82.5532
5168,Hadiaya,30.3413,75.5117
5169,Ittikelakunta,16.6797,81.7094
5170,Viravada,17.1194,82.211
5171,Hosur,15.8201,74.9301
5172,Kaimati,26.0854,89.615
5173,Kanchanpur,24.6096,84.2361
5174,Honwada,16.7333,77.9333
5175,Kamdoli,15.2048,75.2549
5176,Ekhari,26.5246,86.3071
5177,Makri,24.386,83.5559
5178,Dhauni,24.9901,87.0011
5179,Kannandahalli,12.4164,78.3803
5180,Doiwala,30.176,78.124
5181,Velpuru,16.1775,80.7425
5182,Marai Kalan,24.0211,85.3506
5183,Elambalur,11.2669,78.8816
5184,Bendrahalli,12.2642,78.3223
5185,Majhariya Sheikh,26.7356,84.642
5186,Mangasamudram,13.2291,79.0909
5187,Madarpakkam,13.4439,80.0018
5188,Ammanabrolu,15.5802,80.1488
5189,Peryavaram,13.9317,79.6075
5190,Narayanraopet,18.2114,78.7794
5191,Jamunia,25.3676,87.0477
5192,Patut,25.4658,84.814
5193,Tiruvaduturai,11.0379,79.5215
5194,Satravada,13.3201,79.5488
5195,Tovala,8.2482,77.5278
5196,Tuminkatti,14.4131,75.6206
5197,Itamukkala,15.3731,80.113
5198,Kolnur,18.5095,79.426
5199,Valkurti,18.7171,79.3823
5200,Basapatna,15.4302,76.4869
5201,Nandamuru,16.64,81.98
5202,Kokiladanga,26.3452,89.5157
5203,Satgachia,23.2641,88.16
5204,Venkatapuram,18.2232,79.9516
5205,Gobindpura,30.2805,75.0187
5206,Chilpur,18.2388,79.4529
5207,Sundarapandiyam,9.6127,77.6738
5208,Swamimalai,10.9575,79.3293
5209,Basudebpur,21.8256,87.619
5210,Padarti,15.469,80.183
5211,Javagallu,13.3,76.0667
5212,Elurupadu,16.5167,81.35
5213,Bayyavaram,17.6638,82.942
5214,Pariyari,25.2128,84.7829
5215,Ugargol,15.78,75.12
5216,Ippagudem,17.7668,79.3751
5217,Malior,25.39,87.8473
